SIRIUS_ID	MS2	type	Project	FT_ID	name	molecularFormula	adduct	most specific class	level 5	subclass	class	superclass
442	MS2	all	HoloFish	443	442_MS2_all_HoloFish_443	C14H26O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
443	MS2	all	HoloFish	444	443_MS2_all_HoloFish_444	C19H33NO5	[M + H]+	N-acyl-alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
444	MS2	all	HoloFish	445	444_MS2_all_HoloFish_445	C30H35N5O2	[M + H]+	3-beta-hydroxy delta-5-steroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
445	MS2	all	HoloFish	446	445_MS2_all_HoloFish_446	C19H34O5	[M + H]+	Prostaglandins and related compounds	Prostaglandins and related compounds	Eicosanoids	Fatty Acyls	Lipids and lipid-like molecules
446	MS2	all	HoloFish	447	446_MS2_all_HoloFish_447	C21H28N2O4	[M + H]+	3-alkylindoles	3-alkylindoles	Indoles	Indoles and derivatives	Organoheterocyclic compounds
448	MS2	all	HoloFish	449	448_MS2_all_HoloFish_449	C18H36NO3	[M + K]+	N-acyl amines	N-acyl amines	Fatty amides	Fatty Acyls	Lipids and lipid-like molecules
449	MS2	all	HoloFish	450	449_MS2_all_HoloFish_450	C30H33N5O	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
450	MS2	all	HoloFish	451	450_MS2_all_HoloFish_451	C20H32O8	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
451	MS2	all	HoloFish	452	451_MS2_all_HoloFish_452	C26H40N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
452	MS2	all	HoloFish	453	452_MS2_all_HoloFish_453	C32H41N5O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
453	MS2	all	HoloFish	454	453_MS2_all_HoloFish_454	C32H50N4O10	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
454	MS2	all	HoloFish	455	454_MS2_all_HoloFish_455	C29H30N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
455	MS2	all	HoloFish	456	455_MS2_all_HoloFish_456	C30H40N4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
456	MS2	all	HoloFish	457	456_MS2_all_HoloFish_457	C29H45N5O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
457	MS2	all	HoloFish	458	457_MS2_all_HoloFish_458	C23H35N3O7	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
458	MS2	all	HoloFish	459	458_MS2_all_HoloFish_459	C20H39NO5	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
459	MS2	all	HoloFish	460	459_MS2_all_HoloFish_460	C19H29NO4	[M + H]+	Phenol ethers			Phenol ethers	Benzenoids
461	MS2	all	HoloFish	462	461_MS2_all_HoloFish_462	C21H36N8O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
462	MS2	all	HoloFish	463	462_MS2_all_HoloFish_463	C20H32O5	[M + H]+	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
463	MS2	all	HoloFish	464	463_MS2_all_HoloFish_464	C22H35N5O6	[M + H]+	Peptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
465	MS2	all	HoloFish	466	465_MS2_all_HoloFish_466	C19H29NO4	[M + H]+	Anisoles		Anisoles	Phenol ethers	Benzenoids
468	MS2	all	HoloFish	469	468_MS2_all_HoloFish_469	C35H55N7O10	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
469	MS2	all	HoloFish	470	469_MS2_all_HoloFish_470	C36H40O4	[M + H]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
470	MS2	all	HoloFish	471	470_MS2_all_HoloFish_471	C12H10B2O3	[M + H]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
471	MS2	all	HoloFish	472	471_MS2_all_HoloFish_472	C18H33NO5	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
473	MS2	all	HoloFish	474	473_MS2_all_HoloFish_474	C20H39NO5	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
475	MS2	all	HoloFish	476	475_MS2_all_HoloFish_476	C23H33FN4O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
476	MS2	all	HoloFish	477	476_MS2_all_HoloFish_477	C19H36O6	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
477	MS2	all	HoloFish	478	477_MS2_all_HoloFish_478	C33H54N6O9	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
478	MS2	all	HoloFish	479	478_MS2_all_HoloFish_479	C30H37N3O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
482	MS2	all	HoloFish	483	482_MS2_all_HoloFish_483	C16H30O4	[M + H]+	Dicarboxylic acids and derivatives		Dicarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
484	MS2	all	HoloFish	485	484_MS2_all_HoloFish_485	C12H23NO2	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
485	MS2	all	HoloFish	486	485_MS2_all_HoloFish_486	C27H41N5O7	[M + K]+	Peptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
486	MS2	all	HoloFish	487	486_MS2_all_HoloFish_487	C21H37BN2O5	[M + H]+	Boronic acid derivatives			Boronic acid derivatives	Organic acids and derivatives
489	MS2	all	HoloFish	490	489_MS2_all_HoloFish_490	C12H16N4O7	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
491	MS2	all	HoloFish	492	491_MS2_all_HoloFish_492	C18H35NO4	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
492	MS2	all	HoloFish	493	492_MS2_all_HoloFish_493	C28H48N2O4S	[M + K]+	"Hydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
493	MS2	all	HoloFish	494	493_MS2_all_HoloFish_494	C15H29N5O5	[M + Na]+	Azoles			Azoles	Organoheterocyclic compounds
495	MS2	all	HoloFish	496	495_MS2_all_HoloFish_496	C49H80O11	[M + H]+	Triterpenoids		Triterpenoids	Prenol lipids	Lipids and lipid-like molecules
496	MS2	all	HoloFish	497	496_MS2_all_HoloFish_497	C24H43NO4	[M + H]+	"Dihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
497	MS2	all	HoloFish	498	497_MS2_all_HoloFish_498	C33H43N5O3	[M + H]+	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
498	MS2	all	HoloFish	499	498_MS2_all_HoloFish_499	C20H36N3O3	[M + Na]+	Lipids and lipid-like molecules				Lipids and lipid-like molecules
499	MS2	all	HoloFish	500	499_MS2_all_HoloFish_500	C26H43NO5	[M + H]+	Glycinated bile acids and derivatives	Glycinated bile acids and derivatives	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
500	MS2	all	HoloFish	501	500_MS2_all_HoloFish_501	C3H6BF2O2	[M + Na]+	Boronic acid derivatives			Boronic acid derivatives	Organic acids and derivatives
501	MS2	all	HoloFish	502	501_MS2_all_HoloFish_502	C27H42N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
503	MS2	all	HoloFish	504	503_MS2_all_HoloFish_504	C18H30O4	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules
504	MS2	all	HoloFish	505	504_MS2_all_HoloFish_505	C12H18O5	[M + H]+	Acrylic acid esters	Acrylic acid esters	Acrylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
505	MS2	all	HoloFish	506	505_MS2_all_HoloFish_506	C31H49N5O9	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
506	MS2	all	HoloFish	507	506_MS2_all_HoloFish_507	C23H33B2NO4	[M + H]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
507	MS2	all	HoloFish	508	507_MS2_all_HoloFish_508	C26H39N3O9	[M + H]+	N-acyl-alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
509	MS2	all	HoloFish	510	509_MS2_all_HoloFish_510	C24H42N6O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
510	MS2	all	HoloFish	511	510_MS2_all_HoloFish_511	C30H33N5O	[M + H]+	3-beta-hydroxy delta-5-steroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
513	MS2	all	HoloFish	514	513_MS2_all_HoloFish_514	C31H37N5O4	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
514	MS2	all	HoloFish	515	514_MS2_all_HoloFish_515	C11H20O2	[M + H]+	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules
515	MS2	all	HoloFish	516	515_MS2_all_HoloFish_516	CH4BBrO3	[M + H]+	Boronic acids		Boronic acids	Boronic acid derivatives	Organic acids and derivatives
516	MS2	all	HoloFish	517	516_MS2_all_HoloFish_517	C11H20O2	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
517	MS2	all	HoloFish	518	517_MS2_all_HoloFish_518	C18H32O3	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
518	MS2	all	HoloFish	519	518_MS2_all_HoloFish_519	C16H22O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
519	MS2	all	HoloFish	520	519_MS2_all_HoloFish_520	C12H14O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
520	MS2	all	HoloFish	521	520_MS2_all_HoloFish_521	C26H48N8O9	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
521	MS2	all	HoloFish	522	521_MS2_all_HoloFish_522	C19H28O4	[M + H]+	Benzenoids				Benzenoids
522	MS2	all	HoloFish	523	522_MS2_all_HoloFish_523	C19H35NO6	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
523	MS2	all	HoloFish	524	523_MS2_all_HoloFish_524	C18H28N2O3	[M + H]+	N-acyl-alpha amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
524	MS2	all	HoloFish	525	524_MS2_all_HoloFish_525	C23H41FN4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
526	MS2	all	HoloFish	527	526_MS2_all_HoloFish_527	C25H35FN2O5	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
527	MS2	all	HoloFish	528	527_MS2_all_HoloFish_528	C9H12N2O6P2	[M + Na]+	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives	Pyrimidines and pyrimidine derivatives	Diazines	Organoheterocyclic compounds
529	MS2	all	HoloFish	530	529_MS2_all_HoloFish_530	C30H40N4O6	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
530	MS2	all	HoloFish	531	530_MS2_all_HoloFish_531	C13H20O2	[M + H]+	Benzoic acids and derivatives		Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
531	MS2	all	HoloFish	532	531_MS2_all_HoloFish_532	C24H41N3O7	[M + H]+	Peptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
532	MS2	all	HoloFish	533	532_MS2_all_HoloFish_533	C14H26O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
533	MS2	all	HoloFish	534	533_MS2_all_HoloFish_534	C19H35NO6	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
534	MS2	all	HoloFish	535	534_MS2_all_HoloFish_535	C24H41N3O7	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
535	MS2	all	HoloFish	536	535_MS2_all_HoloFish_536	C21H37NO5	[M + H]+	N-acyl-alpha amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
537	MS2	all	HoloFish	538	537_MS2_all_HoloFish_538	C18H28N2O3	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
538	MS2	all	HoloFish	539	538_MS2_all_HoloFish_539	C21H28N2O4	[M + H]+	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
540	MS2	all	HoloFish	541	540_MS2_all_HoloFish_541	C9H12N2O6P2	[M + Na]+	Pyrimidones	Pyrimidones	Pyrimidines and pyrimidine derivatives	Diazines	Organoheterocyclic compounds
542	MS2	all	HoloFish	543	542_MS2_all_HoloFish_543	C24H34O2	[M + H]+	"Bile acids, alcohols and derivatives"		"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
543	MS2	all	HoloFish	544	543_MS2_all_HoloFish_544	C22H42N6O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
544	MS2	all	HoloFish	545	544_MS2_all_HoloFish_545	C11H20O2	[M + H]+	Carboxylic acid esters	Carboxylic acid esters	Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
545	MS2	all	HoloFish	546	545_MS2_all_HoloFish_546	C19H35NO5	[M + H]+	Acyl carnitines	Acyl carnitines	Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
546	MS2	all	HoloFish	547	546_MS2_all_HoloFish_547	C11H20O2	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
547	MS2	all	HoloFish	548	547_MS2_all_HoloFish_548	C15H25N	[M + H]+	Organonitrogen compounds			Organonitrogen compounds	Organic nitrogen compounds
549	MS2	all	HoloFish	550	549_MS2_all_HoloFish_550	C14H22O2	[M + H]+	Prenol lipids			Prenol lipids	Lipids and lipid-like molecules
551	MS2	all	HoloFish	552	551_MS2_all_HoloFish_552	C16H33BO4	[M + Na]+	Organoheterocyclic compounds				Organoheterocyclic compounds
552	MS2	all	HoloFish	553	552_MS2_all_HoloFish_553	C30H41N3O9	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
553	MS2	all	HoloFish	554	553_MS2_all_HoloFish_554	C18H32O4	[M + H]+	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules
554	MS2	all	HoloFish	555	554_MS2_all_HoloFish_555	C10H21NO	[M + H]+	Fatty amides		Fatty amides	Fatty Acyls	Lipids and lipid-like molecules
555	MS2	all	HoloFish	556	555_MS2_all_HoloFish_556	C13H24O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
556	MS2	all	HoloFish	557	556_MS2_all_HoloFish_557	C30H37N5O3	[M + H]+	"Dihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
557	MS2	all	HoloFish	558	557_MS2_all_HoloFish_558	CH4BBrO3	[M + H]+	Boronic acids		Boronic acids	Boronic acid derivatives	Organic acids and derivatives
558	MS2	all	HoloFish	559	558_MS2_all_HoloFish_559	C2H3Cl2O	[M + Na]+	Aryl-aldehydes	Aldehydes	Carbonyl compounds	Organooxygen compounds	Organic oxygen compounds
560	MS2	all	HoloFish	561	560_MS2_all_HoloFish_561	C16H22O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
561	MS2	all	HoloFish	562	561_MS2_all_HoloFish_562	C3H4BN3O2	[M + Na]+	Azoles			Azoles	Organoheterocyclic compounds
562	MS2	all	HoloFish	563	562_MS2_all_HoloFish_563	C12H14O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
563	MS2	all	HoloFish	564	563_MS2_all_HoloFish_564	C30H40N6O3	[M + H]+	"Dihydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
564	MS2	all	HoloFish	565	564_MS2_all_HoloFish_565	C24H35N5O10	[M + H]+	Hydroxysteroids		Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
565	MS2	all	HoloFish	566	565_MS2_all_HoloFish_566	C19H35NO5	[M + H]+	N-acyl-alpha amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
566	MS2	all	HoloFish	567	566_MS2_all_HoloFish_567	C3H4BN3O2	[M + Na]+	Azoles			Azoles	Organoheterocyclic compounds
568	MS2	all	HoloFish	569	568_MS2_all_HoloFish_569	C26H39N3O9	[M + H]+	N-acyl-alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
570	MS2	all	HoloFish	571	570_MS2_all_HoloFish_571	C18H26N2O	[M + H]+	Phenols			Phenols	Benzenoids
571	MS2	all	HoloFish	572	571_MS2_all_HoloFish_572	C15H27FN2O2	[M + H]+	Fluorobenzenes	Fluorobenzenes	Halobenzenes	Benzene and substituted derivatives	Benzenoids
572	MS2	all	HoloFish	573	572_MS2_all_HoloFish_573	C29H35NO4	[M + H]+	Steroids and steroid derivatives			Steroids and steroid derivatives	Lipids and lipid-like molecules
573	MS2	all	HoloFish	574	573_MS2_all_HoloFish_574	C25H31N3O4	[M + H]+	Coumaric acids and derivatives	Coumaric acids and derivatives	Hydroxycinnamic acids and derivatives	Cinnamic acids and derivatives	Phenylpropanoids and polyketides
576	MS2	all	HoloFish	577	576_MS2_all_HoloFish_577	C13H20O4	[M + H]+	Unsaturated fatty acids	Unsaturated fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
577	MS2	all	HoloFish	578	577_MS2_all_HoloFish_578	C24H37N9O4S	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
579	MS2	all	HoloFish	580	579_MS2_all_HoloFish_580	C15H20O4	[M + H]+	Benzene and substituted derivatives			Benzene and substituted derivatives	Benzenoids
580	MS2	all	HoloFish	581	580_MS2_all_HoloFish_581	C15H27BN4O3	[M + Na]+	Alpha amino acid amides	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
581	MS2	all	HoloFish	582	581_MS2_all_HoloFish_582	C17H35N7O4S	[M + H]+	Biotin and derivatives			Biotin and derivatives	Organoheterocyclic compounds
585	MS2	all	HoloFish	586	585_MS2_all_HoloFish_586	C30H39N3O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
586	MS2	all	HoloFish	587	586_MS2_all_HoloFish_587	C16H29BO3	[M + K]+	Monocarboxylic acids and derivatives		Monocarboxylic acids and derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
590	MS2	all	HoloFish	591	590_MS2_all_HoloFish_591	C19H37NO5S	[M + H]+	Alpha amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
591	MS2	all	HoloFish	592	591_MS2_all_HoloFish_592	C18H35NO5	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
592	MS2	all	HoloFish	593	592_MS2_all_HoloFish_593	C15H26O4	[M + Na]+	Polyols	Polyols	Alcohols and polyols	Organooxygen compounds	Organic oxygen compounds
593	MS2	all	HoloFish	594	593_MS2_all_HoloFish_594	C31H49N7O10	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
594	MS2	all	HoloFish	595	594_MS2_all_HoloFish_595	C13H21F2N5O2	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
596	MS2	all	HoloFish	597	596_MS2_all_HoloFish_597	C27H44N6O4	[M + K]+	Hydroxysteroids		Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules
597	MS2	all	HoloFish	598	597_MS2_all_HoloFish_598	C12H19N	[M + H]+	Phenylalkylamines	Aralkylamines	Amines	Organonitrogen compounds	Organic nitrogen compounds
598	MS2	all	HoloFish	599	598_MS2_all_HoloFish_599	C43H73N7O10	[M + H]+	"Hydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules
599	MS2	all	HoloFish	600	599_MS2_all_HoloFish_600	C32H50N4O10	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
600	MS2	all	HoloFish	601	600_MS2_all_HoloFish_601	C16H28O2	[M + H]+	Long-chain fatty acids	Long-chain fatty acids	Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
601	MS2	all	HoloFish	602	601_MS2_all_HoloFish_602	C32H35N5O2	[M + Na]+	Lipids and lipid-like molecules				Lipids and lipid-like molecules
602	MS2	all	HoloFish	603	602_MS2_all_HoloFish_603	C5H8Cl2N2	[M + H]+	Azoles			Azoles	Organoheterocyclic compounds
605	MS2	all	HoloFish	606	605_MS2_all_HoloFish_606	C17H24O3	[M + H]+	Benzenoids				Benzenoids
607	MS2	all	HoloFish	608	607_MS2_all_HoloFish_608	C5H4N3S	[M + H]+	Azoles			Azoles	Organoheterocyclic compounds
608	MS2	all	HoloFish	609	608_MS2_all_HoloFish_609	C18H26O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
609	MS2	all	HoloFish	610	609_MS2_all_HoloFish_610	C13H24O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
610	MS2	all	HoloFish	611	610_MS2_all_HoloFish_611	C13H24O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
611	MS2	all	HoloFish	612	611_MS2_all_HoloFish_612	C13H24O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
612	MS2	all	HoloFish	613	612_MS2_all_HoloFish_613	C13H24O4	[M + H]+	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
613	MS2	all	HoloFish	614	613_MS2_all_HoloFish_614	C12H14O4	[M + H]+	Benzoic acid esters	Benzoic acid esters	Benzoic acids and derivatives	Benzene and substituted derivatives	Benzenoids
614	MS2	all	HoloFish	615	614_MS2_all_HoloFish_615	C20H32N2O2	[M + H]+	Alpha amino acid amides	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
615	MS2	all	HoloFish	616	615_MS2_all_HoloFish_616	C33H43N5O7	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
616	MS2	all	HoloFish	617	616_MS2_all_HoloFish_617	C20H29FN2O4	[M + H]+	Alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
617	MS2	all	HoloFish	618	617_MS2_all_HoloFish_618	C26H25NO2	[M + H]+	Naphthalenes			Naphthalenes	Benzenoids
618	MS2	all	HoloFish	619	618_MS2_all_HoloFish_619	C18H25N5	[M + H]+	Aminopyrimidines and derivatives	Aminopyrimidines and derivatives	Pyrimidines and pyrimidine derivatives	Diazines	Organoheterocyclic compounds
619	MS2	all	HoloFish	620	619_MS2_all_HoloFish_620	C14H27N5O6	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
620	MS2	all	HoloFish	621	620_MS2_all_HoloFish_621	C19H37NO5	[M + H]+	Acyl carnitines	Acyl carnitines	Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules
621	MS2	all	HoloFish	622	621_MS2_all_HoloFish_622	C3H7Cl2NO	[M + H]+	Secondary carboxylic acid amides	Carboxylic acid amides	Carboxylic acid derivatives	Carboxylic acids and derivatives	Organic acids and derivatives
622	MS2	all	HoloFish	623	622_MS2_all_HoloFish_623	C10H21NO6	[M + H]+	Amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
623	MS2	all	HoloFish	624	623_MS2_all_HoloFish_624	C32H40N4O8	[M + H]+	Oligopeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
624	MS2	all	HoloFish	625	624_MS2_all_HoloFish_625	C13H20O4	[M + H]+	Fatty acids and conjugates		Fatty acids and conjugates	Fatty Acyls	Lipids and lipid-like molecules
625	MS2	all	HoloFish	626	625_MS2_all_HoloFish_626	C14H27N5O6	[M + H]+	Dipeptides	Peptides	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives
